text,label,specific_label
"**YES BANK - KYC APPLICATION**
Form Number: 217979

PERSONAL INFORMATION
-----------------
Customer Name: Patricia Nichols
Date of Birth: 1983-02-24
Gender: Female
Nationality: New Zealand
Resident Status: 

IDENTIFICATION DETAILS
-------------------
PAN Number: M4918
Aadhaar Number: 995370739949
Other ID Type: 
Other ID Number: 

ADDRESS DETAILS
-------------
Current Address: 831 Cook Parks Suite 315
West Paulstad, IL 21085
Permanent Address: 77123 Matthew Loaf
Cunninghamberg, AK 24829
Proof Submitted: 

CONTACT INFORMATION
-----------------
Mobile Number: +1-492-310-4002
Email ID: ylang@example.com
Alternate Contact: 

OCCUPATION DETAILS
----------------
Occupation Type: Self-Employed
Employer Details: Young Group
Annual Income:",bank,kyc details
"**KOTAK MAHINDRA BANK - FIXED DEPOSIT APPLICATION**
Application ID: 

PERSONAL DETAILS
-------------
Account Holder Name: 
Customer Relationship Number: 
PAN: W6288
Mobile: +1-389-923-1676x413
Email: jacob01@example.com
Category: 

DEPOSIT SELECTION
--------------
Deposit Type: Senior Citizen
Amount: 
Period: 
Interest Rate: 6.27154999159549
Interest Payment: 

FUNDING DETAILS
-------------
Debit Account: 
Mode of Funding: 
Branch: 

MATURITY PROFILE
-------------
Maturity Instructions: 
Renewal Terms: 
Settlement Account: 

NOMINEE DETAILS
-------------
Nominee Name: Randall Mitchell
Relationship: 
Date of Birth: 1988-05-31",bank,fixed deposit details
"**HDFC BANK - KYC APPLICATION**
Application ID: 

CUSTOMER DETAILS
--------------
Full Name: 
Date of Birth: 1959-07-29
Gender: Other
Citizenship: 
Tax Residency: 

PROOF OF IDENTITY
---------------
PAN Card Number: O6948
Aadhaar Number: 552717184347
Form 60 (if no PAN): 
Additional ID Type: 
Additional ID Number: 

ADDRESS INFORMATION
-----------------
Residential Address: 
Office Address: 
Correspondence Address: 
Address Proof Type: 
Proof Number: 

CONTACT INFORMATION
-----------------
Mobile Number: 389.302.5129
Alternate Number: 
Email Address: sean25@example.net
Landline: 001-640-507-6811x9429

OCCUPATION & INCOME
----------------
Occupation: Employed
Nature of Business: 
Annual Income: 
Source of Funds: 

FATCA DECLARATION
---------------
US Person Status: 
Tax Residency Country: 
Tax ID Number:",bank,kyc details
"**AXIS BANK - PASSBOOK**
Branch Name: Garcia Group
IFSC Code: LTMS11815455992724

ACCOUNT DETAILS
-------------
Account Name: 
Account No: 3956490199
Product:   # Savings/Current/Salary
Customer ID: 9712654810
Mobile No.: (838)933-8799x9792

TRANSACTION ENTRIES
-----------------
Tran Date | Description | Ref Number | Withdrawal | Deposit | Balance
2024-10-07 | long |  | 10000 | 5000 | 50000

This is a system generated statement",bank,passbook details
"**KOTAK MAHINDRA BANK - PASSBOOK**
Home Branch: Downs, Johnson and Hunter
IFSC: RAEN91672199367478

ACCOUNT INFORMATION
-----------------
Account Holder: Juan Shepherd
Account Number: 8433953117
Scheme Code: 93131
Customer Relationship No: 69783346
Account Opening Date: 2004-03-05

TRANSACTION DETAILS
-----------------
Post Date | Value Date | Transaction Description | Chq/Ref No | Debit | Credit | Balance
 | 2024-10-05 | billion | 563323 | 1000 | 500 | 20000

Please inform the bank of any change in your contact details",bank,passbook details
"**CANARA BANK - KYC FORM**
Application Number: 

PERSONAL DETAILS
--------------
Name: 
Date of Birth: 1985-09-06
Gender: Female
Marital Status: Single
Category: 

IDENTITY PROOF
------------
PAN Number: A701
Aadhaar Number: 800220010536
Voter ID: M3385901010
Other ID: 

ADDRESS DETAILS
-------------
Present Address: 
Permanent Address: 5559 Eric Crescent Apt. 773
South Rhonda, SC 01805
Proof Type: 

CONTACT INFORMATION
-----------------
Mobile Number: (733)328-7357
Landline: 001-264-664-3873x9265
Email: shelby52@example.org

OCCUPATION & INCOME
----------------
Occupation: Employed
Annual Income: 
Income Source: Business",bank,kyc details
"**HDFC BANK - CREDIT CARD APPLICATION**
Application ID: 

APPLICANT INFORMATION
--------------------
Full Name: 
Date of Birth: 1965-01-01
PAN Number: U2104
Aadhaar Number: 367658839394
Contact Details:
    Mobile: (638)361-8966
    Email: whiterhonda@example.net
    
RESIDENTIAL INFORMATION
----------------------
Address: 
City & PIN: 
Years at Current Address: 

PROFESSIONAL DETAILS
-------------------
Employment Type: 
Employer Name: 
Monthly Income: 
Office Address: 

BANKING RELATIONSHIP
-------------------
Existing HDFC Account:   # Yes/No
Account Number: FVVF12651359865591
Relationship Duration: 

CARD SELECTION
-------------
Preferred Card Variant:   # Moneyback/Regalia/Diners Club
Reward Program Choice:",bank,credit card details
"**AXIS BANK - CREDIT CARD APPLICATION**
Application Number: 

PERSONAL DETAILS
---------------
Applicant's Name: 
Date of Birth: 1965-08-22
PAN Number: P1164
Aadhaar Number: 882051255281

CONTACT INFORMATION
------------------
Mobile: 
Email: 
Current Address: 217 Ashley Place
Ryanborough, UT 32662
Permanent Address: 7597 Michele Lights
Michaelview, NC 76055

PROFESSIONAL DETAILS
-------------------
Employment Status: 
Current Employer: 
Monthly Salary: 
Office Address: 

BANK RELATIONSHIP
----------------
Existing Axis Account: 
Account Number: WYBP00665789419506
Account Type: Current
Branch: North Jessicaton

CARD PREFERENCES
---------------
Desired Card Type: Signature  # My Zone/Neo/Magnus/Privilege
Credit Limit Expected:",bank,credit card details
"**YES BANK - FIXED DEPOSIT APPLICATION**
Form Number: 208499

CUSTOMER DETAILS
-------------
Customer Name: 
Customer ID: 
PAN: M1623
Contact Number: 
Email ID: 
Category: 

DEPOSIT INFORMATION
----------------
Deposit Type: Senior Citizen
Amount: 
Tenure: 
Interest Rate: 6.505960661639509
Interest Payout: Quarterly

FUNDING DETAILS
-------------
Source Account: SSZV74102007951593
Mode of Funding: 
Branch Location: 

MATURITY INSTRUCTIONS
------------------
Maturity Action: 
Renewal Instructions: 
Settlement Account: 

NOMINEE INFORMATION
----------------
Nominee Name: Gary Woods
Relationship: 
Date of Birth: 1968-01-12",bank,fixed deposit details
"**KOTAK MAHINDRA BANK - LOAN APPLICATION**
Application ID: 
Branch: 

PERSONAL PARTICULARS
------------------
Applicant Name: Evelyn Lopez
Date of Birth: 
Gender: 
Identification:
  - PAN Number: 
  - Aadhaar Number: 
Contact Details:
  - Mobile: 
  - Email: 
  - Alternative Contact: 

RESIDENTIAL DETAILS
-----------------
Present Address: 42904 Karen Inlet Suite 310
North Timothyview, LA 51030
City: Jasmineborough
State: 
PIN: 
Residence Status: Company Provided  # Self-Owned/Rented/Parental
Years of Stay: 

EMPLOYMENT INFORMATION
--------------------
Occupation:   # Salaried/Self-Employed Professional/Business
Employer/Business: 
Industry Sector: 
Work Experience: 3
Income Details:
  - Monthly Income: 60000
  - Other Income: Rent
  - Annual Business Turnover:   # If applicable

LOAN PARTICULARS
--------------
Product Type:   # Personal/Home/Business/Vehicle
Requested Amount: 
Tenure Requested: 12
Purpose of Loan: 
Preferred EMI Date: 

BANKING RELATIONSHIP
------------------
Existing Customer:   # Yes/No
Account Number: 
Current Banking Products: 
Outstanding Loans: 
Total EMI Load:",bank,loan details
"**STATE BANK OF INDIA - DEBIT CARD APPLICATION**
Application Reference: b92463a3-4b41-4875-9174-b915f8589960
Branch Code: 944548

ACCOUNT DETAILS
--------------
Account Holder Name: Amy Lopez
Account Number: PVUV38657639851252
Account Type: Current  # Savings/Current/NRE/NRO
Customer ID: 
Branch Name: Lowerymouth

PERSONAL DETAILS
--------------
Date of Birth: 1979-09-12
PAN Number: A5784
Aadhaar Number: 468331381202
Mobile Number: 001-226-888-2928
Email ID: moniqueboyd@example.org

CARD REQUIREMENTS
---------------
Card Variant: Gold  # Global/Classic/Gold/Platinum
Card Network: Visa  # RuPay/Visa/Mastercard
International Usage: No  # Yes/No
Daily ATM Limit: 27431
Daily POS Limit: 13075",bank,debit card details
"**CANARA BANK - PASSBOOK**
Branch: Baker, Payne and Evans
IFSC Code: AZHG36470109242114

ACCOUNT DETAILS
-------------
Name of Account Holder: Mario Young
Account Number: 7246520169
Type of Account: NRI
Customer ID: 8591469064
Mobile Number: 2939765006

TRANSACTION ENTRIES
----------------
Date | Description | Ref.No/Cheque | Debit | Credit | Balance
2024-11-29 | fund | 206901 | 10000 | 2000 | 50000

Please keep your passbook updated",bank,passbook details
"**AXIS BANK - DEBIT CARD APPLICATION**
Application Number: 

ACCOUNT INFORMATION
-----------------
Account Name: 
Account Number: WOND15699185724956
Account Type: Current
CIF Number: 
Branch: 

CONTACT DETAILS
-------------
Mobile Number: (496)612-3561
Email ID: williamsandrew@example.net
Communication Address: 

CARD PREFERENCES
--------------
Card Variant: EasyShop  # Easy/Prime/Priority
Card Network: 
Daily Limits:
    Cash Withdrawal: 
    Purchase: 
E-commerce Enabled:   # Yes/No",bank,debit card details
"**CANARA BANK - ACCOUNT CLOSURE APPLICATION**
Application Number: 

ACCOUNT HOLDER DETAILS
-------------------
Name: Gabriel Robinson
Customer ID: 
Mobile Number: 686.362.7904
Email ID: pereznicholas@example.org

ACCOUNT INFORMATION
----------------
Account Number: PXLB87563727422309
Account Type: Current
Branch: 
IFSC Code: 

CLOSURE DETAILS
-------------
Reason for Closure: 
Requested Date: 
Balance Settlement: Cheque
Transfer Details:
    Bank Name: 
    Account Number: 
    IFSC Code: 58040134344

LINKED SERVICES
-------------
Debit Card: 799258394561377
Net Banking: 
Mobile Banking: Inactive
Standing Instructions: Yes",bank,account closure details
"**KOTAK MAHINDRA BANK - CREDIT CARD APPLICATION**
Application ID: 

APPLICANT DETAILS
----------------
Name as Desired on Card: 
Full Name: 
Date of Birth: 2005-04-23
PAN Number: O3240
Aadhaar Number: 488791748538

CONTACT DETAILS
--------------
Mobile Number: (939)224-7179x9320
Landline: 
Email ID: lisawalton@example.com
Correspondence Address: 
Permanent Address: 

OCCUPATION DETAILS
-----------------
Nature of Occupation: Business
Company Name: 
Current Role: 
Work Experience: 
Annual Income: 

BANKING DETAILS
--------------
Existing Kotak Account: 
Account Number: WFWJ53316387536620
Relationship Period: 

CARD SELECTION
-------------
Card Variant:   # Royale/League/Dream Different
Priority Pass Required:",bank,credit card details
"**UNION BANK OF INDIA - LOAN APPLICATION**
Reference Number: ad7b3785-35e7-4562-abc2-aac8f15af144

APPLICANT INFORMATION
------------------
Name: Rachel Roberts
Date of Birth: 1979-12-18
Age: 
Gender: 
Marital Status: 
Category:   # General/SC/ST/OBC

IDENTIFICATION
------------
PAN Number: A7925
Aadhaar Number: 69689375821
Voter ID: 

CONTACT DETAILS
-------------
Mobile Number: +1-503-737-5819
Alternative Number: 
Email: brooke37@example.net
Residential Address: 
Office Address: 981 Wang Row
Josephland, OR 56527

EMPLOYMENT DETAILS
---------------
Occupation: Self-Employed
Employer/Business Name: 
Years in Current Job/Business: 
Total Experience: 7

INCOME DETAILS
------------
Gross Monthly Income: 35000
Annual Income: 800000
Other Income Sources: Investments
ITR for Last 2 Years: 

LOAN REQUIREMENTS
--------------
Loan Scheme: 
Amount Required: 
Tenure Required: 
Purpose: 
Security Details: 

EXISTING FACILITIES
----------------
Existing Loans: 
Total EMI: 
Credit Card Dues:",bank,loan details
"**STATE BANK OF INDIA - LOAN APPLICATION**
Application Reference: c90d8f91-fca6-4258-9b5e-9b9ddfcfe9f4
Branch Code: 37425

PERSONAL DETAILS
-----------------
Applicant Name: Jessica Hopkins
Date of Birth: 1959-02-02
PAN Card Number: K2499
Aadhaar Number: 366335799450
Mobile Number: (315)770-0675x80002
Email ID: nicolas22@example.org

RESIDENCE DETAILS
----------------
Current Address: 5110 Victor Pike Suite 876
Janicestad, VT 24123
City: South Amberborough
PIN Code: 70651
Residence Status: Company Provided  # Owned/Rented/Company Provided
Years at Current Address: 16

EMPLOYMENT DETAILS
-----------------
Occupation Type: Self-Employed  # Salaried/Self-Employed/Business
Company Name: Daniels LLC
Annual Income: 500000
Years in Current Job: 12

LOAN DETAILS
-----------
Loan Type: Home  # Home/Personal/Vehicle/Education
Loan Amount Required: 50000
Loan Tenure (Years): 10
Purpose of Loan: Car Purchase

EXISTING LOANS
-------------
Any Existing Loans: No  # Yes/No
Total EMI Amount: 20000",bank,loan details
"**PUNJAB NATIONAL BANK - KYC FORM**
Reference Number: 4f019f85-fdb1-4a0c-9c65-343ab422fe48

PERSONAL DETAILS
--------------
Applicant Name: 
Parent/Spouse Name: Jennifer Thomas
Date of Birth: 1973-07-28
Gender: Other
Category:   # General/SC/ST/OBC

PROOF OF IDENTITY
---------------
PAN Number: S542
Aadhaar Number: 428927570821
Voter ID: E9956919655
Passport Number: 

ADDRESS INFORMATION
----------------
Present Address: 
Permanent Address: 673 Payne Ways
Bryantview, NY 75878
Address Proof Type: 
Proof Number: 

CONTACT DETAILS
-------------
Mobile Number: 2985989939
Landline Number: +1-345-508-1797
Email Address: whitecheryl@example.org

OCCUPATION & INCOME
----------------
Occupation: Self-Employed
Annual Income: 
Source of Income: Investments",bank,kyc details
"**YES BANK - PASSBOOK**
Branch: Fuller, Mann and Galloway
IFSC Code: DFYO82634570591760

ACCOUNT HOLDER INFORMATION
-----------------------
Account Name: 
Account Number: 1749929679
Product Type: 
Customer ID: 6314955350
Statement Period: 

TRANSACTION DETAILS
----------------
Transaction Date | Narration | Reference | Withdrawals | Deposits | Balance
2024-06-22 |  |  |  |  | 50000

For any assistance, please call YES BANK 24/7 at 1800 1200",bank,passbook details
"**ICICI BANK - DEBIT CARD APPLICATION**
Reference Number: 

ACCOUNT DETAILS
-------------
Primary Account Holder: 
Account Number: TFNJ51786981051136
Account Type: Current
Customer ID: 
Branch: 

PERSONAL INFORMATION
------------------
Date of Birth: 1974-07-12
PAN Card Number: R9129
Aadhaar Number: 478191060904
Mobile Number: 783.520.9190x758
Email ID: jhughes@example.net

CARD REQUIREMENTS
---------------
Card Variant: Business  # Coral/Sapphiro/Expression
Card Network:   # Visa/Mastercard/RuPay
International Transactions: Yes
Daily Transaction Limits:
    ATM: 9849
    POS: 26146
    E-commerce: 35349",bank,debit card details
"**ICICI BANK - CREDIT CARD APPLICATION**
Reference Number: 

PERSONAL INFORMATION
-------------------
Customer Name: 
Father's Name: 
Mother's Name: 
Date of Birth: 1957-07-26
Gender: 
Marital Status: 

IDENTIFICATION
-------------
PAN: 
Aadhaar: 
Voter ID/Driving License: 

CONTACT DETAILS
--------------
Mobile Number: 338.744.2293x6555
Alternate Number: 
Email Address: myersamy@example.com
Residence Address: 
PIN Code: 

EMPLOYMENT & INCOME
------------------
Occupation: Self-Employed
Company Name: 
Designation: 
Work Experience: 
Gross Annual Income: 880485
Net Monthly Income: 

EXISTING RELATIONSHIP
--------------------
ICICI Account Holder:   # Yes/No
Account Number: QDHR40699620319592
Credit Bureau Score: 

CARD DETAILS
-----------
Card Variant Applied:   # Coral/Rubyx/Sapphiro/Diamond
Add-On Card Required:   # Yes/No",bank,credit card details
"**STATE BANK OF INDIA - PASSBOOK**
Branch: White Inc
IFSC: IATF05891062123979

ACCOUNT DETAILS
--------------
Account Holder: Cynthia Taylor
Account Number: 8177561994
Account Type: Current  # Savings/Current/NRI
Customer ID: 4883139851
Opening Date: 2012-04-19

TRANSACTION FORMAT
----------------
Date | Value Date | Description | Cheque No. | Debit | Credit | Balance
2024-12-07 | 2024-04-14 | tend | 170430 | 10000 | 2000 | 50000

Note: This is a computer generated statement",bank,passbook details
"**YES BANK - KYC APPLICATION**
Form Number: 823317

PERSONAL INFORMATION
-----------------
Customer Name: Catherine Hopkins
Date of Birth: 1997-09-29
Gender: Male
Nationality: Anguilla
Resident Status: 

IDENTIFICATION DETAILS
-------------------
PAN Number: I6019
Aadhaar Number: 815204642152
Other ID Type: 
Other ID Number: 

ADDRESS DETAILS
-------------
Current Address: 5647 Andrew Pike
Fryville, LA 33623
Permanent Address: 4436 Robert Station
West Angelicahaven, OR 84845
Proof Submitted: 

CONTACT INFORMATION
-----------------
Mobile Number: 8088211828
Email ID: gabriellapierce@example.net
Alternate Contact: 

OCCUPATION DETAILS
----------------
Occupation Type: Retired
Employer Details: Rodriguez, Lawrence and Oconnor
Annual Income:",bank,kyc details
"**CANARA BANK - PASSBOOK**
Branch: Richard-Fields
IFSC Code: KMVZ63976486087465

ACCOUNT DETAILS
-------------
Name of Account Holder: Scott Mcintyre
Account Number: 6524237338
Type of Account: Current
Customer ID: 4053076595
Mobile Number: 001-764-865-1597

TRANSACTION ENTRIES
----------------
Date | Description | Ref.No/Cheque | Debit | Credit | Balance
2024-09-19 | growth | 13270 | 10000 | 2000 | 20000

Please keep your passbook updated",bank,passbook details
"**AXIS BANK - ACCOUNT CLOSURE REQUEST**
Form Number: 

ACCOUNT HOLDER INFORMATION
-----------------------
Name: Cameron Austin
Customer ID: 
Contact Details:
    Mobile: 348.312.3111
    Email: joseph75@example.org

ACCOUNT DETAILS
-------------
Account Number: MZSR84464650759871
Type of Account: Current
Branch Name: 
IFSC Code: 

CLOSURE REQUEST DETAILS
--------------------
Reason for Closure: 
Preferred Closure Date: 
Balance Amount: 
Settlement Instructions: 

LINKED PRODUCTS
-------------
Debit Card Number: 2392089949353125
Credit Card Linkage: 
Investment Account: 
Loan Account: 

DECLARATIONS
----------
Pending Charges: 
Unused Cheques: 5
Standing Instructions: Yes",bank,account closure details
"**UNION BANK OF INDIA - KYC FORM**
Reference Number: 

CUSTOMER DETAILS
--------------
Full Name: 
Date of Birth: 1967-05-26
Gender: Other
Nationality: Israel
Category: 

IDENTITY DOCUMENTS
---------------
PAN Number: L8988
Aadhaar Number: 87733302087
Voter ID: W6982393208
Other ID: 

ADDRESS INFORMATION
----------------
Current Address: 4656 Melissa Lodge
West Anthonyfort, AS 37214
Permanent Address: 71827 James Land Apt. 353
Erinmouth, MP 49090
Address Proof: 

CONTACT DETAILS
-------------
Mobile Number: 832-751-3187x11688
Email ID: benitezkaren@example.net
Alternate Number: 

OCCUPATION DETAILS
---------------
Occupation Type: Retired
Annual Income: 
Source of Funds:",bank,kyc details
